"MouseGeneName","HumanGeneName"
"H1f10","H1-10"
"Pycr1","PYCR1"
"Prss3","PRSS3"
"Cfap74","CFAP74"
"Mpp7","MPP7"
"Tmem54","TMEM54"
"Pabpc2","PABPC3"
"Bspry","BSPRY"
"Pum1","PUM1"
"Sgcz","SGCZ"
"Clk4","CLK4"
"Lck","LCK"
"Stxbp4","STXBP4"
"Kcnn1","KCNN1"
"Tyw1","TYW1"
"Card14","CARD14"
"Iqcd","IQCD"
"Tdpoz2","SPOP"
"Slc9c1","SLC9C1"
"Snx8","SNX8"
"Pigg","PIGG"
"Insyn2b","INSYN2B"
"Lyl1","LYL1"
"Ccdc97","CCDC97"
"Gm3336","AC008397.1"
"Ucn2","UCN2"
"Itprid2","ITPRID2"
"Olfr875","OR8B12"
"Lamb1","LAMB1"
"Adssl1","ADSS1"
"Bmerb1","BMERB1"
"Trex2","TREX2"
"D1Ertd622e","MACIR"
"Slc11a1","SLC11A1"
"Dlgap3","DLGAP3"
"Zmynd10","ZMYND10"
"Gm28040","GOLT1A"
"Pde1a","PDE1A"
"Krt15","KRT15"
"Tmem115","TMEM115"
"Tmem184b","TMEM184B"
"Mrpl55","MRPL55"
"Hk2","HK2"
"Shroom1","SHROOM1"
"Smo","SMO"
"Nrtn","NRTN"
"Spidr","SPIDR"
"Art4","ART4"
"Tas2r103","TAS2R14"
"Spns2","SPNS2"
"Acbd5","ACBD5"
"1700029P11Rik","NDUFB11"
"Scimp","SCIMP"
"Klk8","KLK8"
"Tmem65","TMEM65"
"N6amt1","N6AMT1"
"Olfr93","OR2H1"
"Trav8d-2","TRAV17"
"Ankmy1","ANKMY1"
"Piwil1","PIWIL1"
"Prmt1","PRMT1"
"Aldoart1","AC093512.2"
"Aldoart1","ALDOA"
"Slc6a7","SLC6A7"
"Spib","AC020909.1"
"Spib","SPIB"
"Fcgr1","FCGR1A"
"Fcgr1","FCGR1B"
"Ercc4","ERCC4"
"Galntl6","GALNTL6"
"Il4","IL4"
"Eef2kmt","FAM86B2"
"Grpr","GRPR"
"Clip2","CLIP2"
"Cacna1f","CACNA1F"
"Arpin","ARPIN"
"Arpin","ARPIN-AP3S2"
"Myh9","MYH9"
"Rph3al","RPH3AL"
"Rere","RERE"
"Ndufaf8","NDUFAF8"
"Syt4","SYT4"
"Il4i1","IL4I1"
"Polg","POLG"
"Ugt1a8","UGT1A10"
"Ugt1a8","UGT1A7"
"Ugt1a8","UGT1A8"
"Ugt1a8","UGT1A9"
"Frmpd2","FRMPD2"
"Micos13","MICOS13"
"Pdia6","PDIA6"
"Zbtb12","ZBTB12"
"Gm45062","UMAD1"
"Isoc1","ISOC1"
"Fgfbp3","FGFBP3"
"Rnf167","RNF167"
"Tarsl2","TARS3"
"Mb21d2","MB21D2"
"Cabp4","CABP4"
"Tesmin","TESMIN"
"Rdh7","RDH16"
"Snx2","SNX2"
"Bckdha","AC011462.1"
"Bckdha","BCKDHA"
"Mzt2","MZT2B"
"Brinp2","BRINP2"
"Tmem94","TMEM94"
"Fbxo4","FBXO4"
"Olfr190","OR5H1"
"Olfr190","OR5H14"
"Olfr190","OR5H15"
"Olfr190","OR5H2"
"Olfr190","OR5H8"
"Olfr190","OR5H6"
"Fen1","FEN1"
"Zcchc12","ZCCHC12"
"Lars","LARS1"
"Larp1","LARP1"
"Tex11","TEX11"
"Pdgfd","PDGFD"
"Ldlr","LDLR"
"Prrc1","PRRC1"
"Mdfi","MDFI"
"Chrnb2","CHRNB2"
"Gabarapl2","GABARAPL2"
"Ddx39b","DDX39B"
"Aff1","AFF1"
"Cnrip1","CNRIP1"
"Olfr90","OR2H1"
"Ccer2","CCER2"
"Msrb1","MSRB1"
"Tsacc","TSACC"
"Camsap1","CAMSAP1"
"Ppcs","PPCS"
"Ago2","AGO2"
"Treml4","TREML4"
"Tns4","TNS4"
"Lrif1","LRIF1"
"4933400A11Rik","CAPZA1"
"Orc1","ORC1"
"Syt2","SYT2"
"F2r","F2R"
"Fam129c","NIBAN3"
"Glyat","GLYAT"
"Cryab","CRYAB"
"Ovca2","OVCA2"
"Ighv1-76","IGHV1OR15-9"
"Fscn3","FSCN3"
"Exosc3","EXOSC3"
"Ccdc112","CCDC112"
"Rbm14","RBM14"
"Rnase1","RNASE1"
"Zfp60","ZNF780A"
"Gm525","C17orf67"
"Cdc6","CDC6"
"Olfr466","OR9H1P"
"Mthfsd","MTHFSD"
"Ift122","IFT122"
"Trav8n-2","TRAV17"
"Olfr310","OR14C36"
"Oas1b","OAS1"
"Pyroxd1","PYROXD1"
"Olfr944","OR8G1"
"Olfr944","OR8G5"
"Ano10","ANO10"
"Gm43302","GBP6"
"Gm45618","KRTAP2-1"
"Gm45618","KRTAP2-2"
"Gm45618","KRTAP2-3"
"Gm45618","KRTAP2-4"
"Gm45618","KRTAP4-8"
"Gm45618","KRTAP4-16"
"Gm45618","KRTAP4-9"
"Gm45618","KRTAP4-11"
"Gm45618","KRTAP4-5"
"Gm45618","KRTAP4-4"
"Gm45618","KRTAP4-2"
"Gm45618","KRTAP4-1"
"Gm45618","KRTAP9-1"
"Gm45618","KRTAP9-2"
"Gm45618","KRTAP9-3"
"Gm45618","KRTAP9-8"
"Gm45618","KRTAP9-4"
"Gm45618","KRTAP9-9"
"Gm45618","KRTAP9-6"
"Gm45618","KRTAP9-7"
"Gm45618","KRTAP10-6"
"Gm45618","KRTAP10-4"
"Gm45618","KRTAP10-3"
"Gm45618","KRTAP10-5"
"Gm45618","KRTAP10-1"
"Gm45618","KRTAP10-11"
"Retsat","RETSAT"
"Dr1","DR1"
"1700037H04Rik","C20orf27"
"Olfr984","OR4D5"
"Kcnk9","KCNK9"
"Prdm4","PRDM4"
"Izumo3","IZUMO3"
"Piezo1","PIEZO1"
"B3galnt2","B3GALNT2"
"Mpp1","MPP1"
"Tmed5","TMED5"
"Magea1","MAGEA10"
"Cdadc1","CDADC1"
"Ighv3-1","AC135068.2"
"Ighv3-1","IGHV4OR15-8"
"Babam2","BABAM2"
"Fam129b","NIBAN2"
"Shank1","SHANK1"
"Exoc1","EXOC1"
"Zfp438","ZNF438"
"Pak6","PAK6"
"Il6st","IL6ST"
"Spdye4b","SPDYE6"
"Spdye4b","SPDYE2B"
"Spdye4b","SPDYE2"
"Spdye4b","SPDYE8"
"Spdye4b","SPDYE11"
"Spdye4b","SPDYE9"
"Spdye4b","SPDYE13"
"Spdye4b","SPDYE14"
"Spdye4b","SPDYE15"
"Spdye4b","SPDYE4"
"Fbxl15","FBXL15"
"Slc30a4","SLC30A4"
"Nlrp2","NLRP2"
"Olfr462","OR4D2"
"Nt5c3","NT5C3A"
"Rnpepl1","RNPEPL1"
"Gpr19","GPR19"
"Eef2","EEF2"
"Avpr1a","AVPR1A"
"2210016F16Rik","C9orf64"
"Ica1","ICA1"
"Pja1","PJA1"
"Cggbp1","CGGBP1"
"Eif4g3","EIF4G3"
"Sf3b5","SF3B5"
"Serpina6","SERPINA6"
"Nus1","NUS1"
"Cdc42ep3","CDC42EP3"
"Tpk1","TPK1"
"Syk","SYK"
"Sbsn","SBSN"
"Pign","PIGN"
"Nhs","NHS"
"Casc4","CASC4"
"Dmrta1","DMRTA1"
"Egf","EGF"
"Tspan1","TSPAN1"
"Dock8","DOCK8"
"Ipo5","IPO5"
"BC034090","KIAA1614"
"Mixl1","MIXL1"
"Dync1i2","DYNC1I2"
"Dennd4a","DENND4A"
"Pde6h","PDE6H"
"Kl","KL"
"Mmp9","MMP9"
"Gfap","GFAP"
"Vgll1","VGLL1"
"Kctd19","KCTD19"
"Tmprss15","TMPRSS15"
"Patz1","PATZ1"
"Prss12","PRSS12"
"Olfr935","OR8G1"
"Olfr935","OR8G5"
"Csnk1g1","CSNK1G1"
"Mtbp","MTBP"
"Clcn7","CLCN7"
"Pik3r3","P3R3URF-PIK3R3"
"Pik3r3","PIK3R3"
"Pdf","PDF"
"Tnfrsf21","TNFRSF21"
"Nkiras2","NKIRAS2"
"4933402N03Rik","C10orf120"
"Rce1","RCE1"
"Gm4559","KRTAP2-1"
"Gm4559","KRTAP2-2"
"Gm4559","KRTAP2-3"
"Gm4559","KRTAP2-4"
"Gm4559","KRTAP4-8"
"Gm4559","KRTAP4-16"
"Gm4559","KRTAP4-9"
"Gm4559","KRTAP4-11"
"Gm4559","KRTAP4-5"
"Gm4559","KRTAP4-4"
"Gm4559","KRTAP4-2"
"Gm4559","KRTAP4-1"
"Gm4559","KRTAP9-1"
"Gm4559","KRTAP9-2"
"Gm4559","KRTAP9-3"
"Gm4559","KRTAP9-8"
"Gm4559","KRTAP9-4"
"Gm4559","KRTAP9-9"
"Gm4559","KRTAP9-6"
"Gm4559","KRTAP9-7"
"Gm4559","KRTAP10-6"
"Gm4559","KRTAP10-4"
"Gm4559","KRTAP10-3"
"Gm4559","KRTAP10-5"
"Gm4559","KRTAP10-1"
"Gm4559","KRTAP10-11"
"Mir155","MIR155"
"1700003E16Rik","AC005041.1"
"1700003E16Rik","C2orf81"
"Kcmf1","KCMF1"
"Eno1","ENO1"
"Ntn3","NTN3"
"Mthfd2l","MTHFD2L"
"Plxna1","PLXNA1"
"Cog5","COG5"
"Olfr304","OR14A2"
"Arsi","ARSI"
"Rai2","RAI2"
"Aff2","AFF2"
"Sertad1","SERTAD1"
"Zfp341","ZNF341"
"Fap","FAP"
"Gm9833","MYEF2"
"Atg10","ATG10"
"Trav13-5","TRAV22"
"Mblac1","MBLAC1"
"Pik3ap1","PIK3AP1"
"Tpsab1","TPSAB1"
"Serpina1c","SERPINA1"
"Slc39a11","SLC39A11"
"Kank1","KANK1"
"Serpina3i","SERPINA3"
"Tmem151b","TMEM151B"
"Ube2m","UBE2M"
"Gm21704","RBMY1A1"
"Gm21704","RBMY1B"
"Gm21704","RBMY1D"
"Gm21704","RBMY1E"
"Gm21704","RBMY1F"
"Gm21704","RBMY1J"
"Nefh","NEFH"
"Cebpzos","CEBPZOS"
"Nab1","NAB1"
"Nfatc2ip","NFATC2IP"
"Gm9046","CDC5L"
"Tssk4","TSSK4"
"Tspoap1","TSPOAP1"
"Idh2","IDH2"
"Vars2","VARS2"
"Trav14d-3-dv8","TRAV23DV6"
"Bms1","BMS1"
"Plekha6","PLEKHA6"
"Cdc5l","CDC5L"
"Med19","MED19"
"Cers6","CERS6"
"C530008M17Rik","CRACD"
"Nt5dc2","NT5DC2"
"Fam214b","FAM214B"
"Top2a","TOP2A"
"Dennd11","DENND11"
"Ighv7-3","IGHV3OR15-7"
"Pcdhb7","PCDHB4"
"Ipmk","IPMK"
"Gadd45b","GADD45B"
"Kat5","KAT5"
"Ighv1-11","IGHV1OR15-9"
"Crisp3","CRISP3"
"Crygc","CRYGC"
"Bmp15","BMP15"
"Olfr1356","OR7C2"
"Malrd1","MALRD1"
"Lca5","LCA5"
"Gm38655","PERCC1"
"Csrp2","CSRP2"
"Lrrc61","LRRC61"
"Gm11569","KRTAP4-3"
"Atp13a5","ATP13A5"
"Pdcl3","PDCL3"
"Gm4027","EIF1AY"
"Mrpl50","MRPL50"
"Sytl2","SYTL2"
"F8a","F8A1"
"F8a","F8A2"
"F8a","F8A3"
"Blmh","BLMH"
"Nxf7","NXF5"
"Nxf7","NXF2"
"Nxf7","NXF2B"
"Ophn1","OPHN1"
"Nlgn1","NLGN1"
"Vmn1r13","VN1R5"
"Enox2","ENOX2"
"Paxip1","PAXIP1"
"Med22","MED22"
"Fam110b","FAM110B"
"Olfr464","OR4D1"
"Nxt2","NXT2"
"Nhlh1","NHLH1"
"Ipo4","IPO4"
"Krt9","KRT9"
"Nudt12","NUDT12"
"Gm21936","EIF1AY"
"Exosc5","EXOSC5"
"Scamp3","SCAMP3"
"Hyi","HYI"
"Cntn2","CNTN2"
"Smchd1","SMCHD1"
"Rab11a","RAB11A"
"Sv2b","SV2B"
"Olfr721-ps1","OR2T2"
"Olfr721-ps1","OR2T35"
"Synj1","SYNJ1"
"Pcsk6","PCSK6"
"Gpr25","GPR25"
"Olfr288","OR10AD1"
"Olfr125","OR14J1"
"Defa5","DEFA6"
"Defa5","DEFA4"
"Defa5","DEFA1"
"Defa5","DEFA1B"
"Defa5","DEFA3"
"Defa5","DEFA5"
"Lins1","LINS1"
"Dpep2","DPEP2"
"Smad6","SMAD6"
"Gba","GBA"
"Gpm6a","GPM6A"
"Cyp27a1","CYP27A1"
"Aamdc","AAMDC"
"Olfr982","OR10S1"
"Ksr1","KSR1"
"Ppp3r1","PPP3R1"
"Ppp3r1","AC017083.3"
"Trav14n-2","TRAV23DV6"
"Zfp748","ZNF845"
"Il9r","IL9R"
"Olfr96","OR11A1"
"Ly75","LY75-CD302"
"Ly75","LY75"
"Mitf","MITF"
"Kcnn3","KCNN3"
"Ubr4","UBR4"
"Rps4x","RPS4X"
"Mgst3","MGST3"
"Sarnp","SARNP"
"Olfr167","OR2L8"
"Olfr167","OR2L5"
"Olfr167","OR2L2"
"Olfr167","OR2L3"
"Tmem154","TMEM154"
"Nfe2","NFE2"
"H4c8","H4C5"
"Trav12-2","TRAV18"
"Vwa5a","VWA5A"
"Scgb1c1","SCGB1C2"
"Cnr2","CNR2"
"Slc39a9","SLC39A9"
"Tchh","TCHH"
"Lacc1","AL512506.3"
"Lacc1","LACC1"
"Gm11563","KRTAP4-3"
"Arsk","ARSK"
"Atp2a2","ATP2A2"
"Kank2","KANK2"
"1110038F14Rik","C8orf33"
"Podnl1","PODNL1"
"Ssx2ip","SSX2IP"
"Trim42","TRIM42"
"Oard1","OARD1"
"Lpxn","LPXN"
"Fem1al","FEM1A"
"Acad12","ACAD10"
"A430005L14Rik","C1orf174"
"Dusp14","DUSP14"
"Ighv1-43","IGHV1OR15-9"
"Tyw1","TYW1B"
"Olfr954","OR8G1"
"Olfr954","OR8G5"
"Megf11","MEGF11"
"Slc35g3","SLC35G4"
"Slc35g3","SLC35G3"
"Slc35g3","SLC35G5"
"Gm20075","BTF3L4"
"Itgad","ITGAD"
"Dusp28","DUSP28"
"Krt31","KRT33A"
"Fam219b","FAM219B"
"Arntl2","ARNTL2"
"Gbp9","GBP6"
"Ptprh","PTPRH"
"Fpr-rs4","FPR3"
"Fpr-rs4","FPR2"
"Ntpcr","NTPCR"
"Gga3","GGA3"
"Hltf","HLTF"
"Vmn1r22","VN1R5"
"Klrb1c","KLRB1"
"Pabpc2","PABPC1"
"Uqcrq","UQCRQ"
"Aldh1b1","ALDH1B1"
"Rho","RHO"
"Rpl28","RPL28"
"Clec4a4","CLEC4C"
"Usp15","USP15"
"Gabrr3","GABRR3"
"Rhd","RHCE"
"Reps2","REPS2"
"Elane","ELANE"
"Mrpl1","MRPL1"
"Ttll13","AC091167.2"
"Ttll13","TTLL13P"
"Polr2k","POLR2K"
"Col4a1","COL4A1"
"Spp2","SPP2"
"Arhgap22","ARHGAP22"
"Slc38a7","SLC38A7"
"Rtf2","RTF2"
"Rb1","RB1"
"Olfr1565","OR4X2"
"Msrb2","MSRB2"
"Nmu","NMU"
"Serpina1a","SERPINA1"
"Pllp","PLLP"
"Arpc4","ARPC4"
"Tgm1","TGM1"
"Dus3l","DUS3L"
"Dus3l","AC011499.1"
"Ctsz","CTSZ"
"Sowahb","SOWAHB"
"Hmgcl","HMGCL"
"Galp","GALP"
"Set","SET"
"Sin3a","SIN3A"
"Mtmr9","MTMR9"
"Gm3233","KRTAP4-5"
"Gm3233","KRTAP9-1"
"Gm3233","KRTAP10-6"
"Gm3233","KRTAP10-4"
"Gm3233","KRTAP10-11"
"Grhl1","GRHL1"
"Klf17","KLF17"
"Tas2r106","TAS2R10"
"Metrnl","METRNL"
"Olfr1497","OR9Q2"
"Polr1c","POLR1C"
"Cd79a","CD79A"
"Eif4enif1","EIF4ENIF1"
"Trim11","TRIM11"
"Lhpp","LHPP"
"Cpsf7","CPSF7"
"Ncapg2","NCAPG2"
"Map3k10","MAP3K10"
"Ppib","PPIB"
"Smim15","SMIM15"
"Avl9","AVL9"
"Rhou","RHOU"
"Pla2g7","PLA2G7"
"Jchain","JCHAIN"
"Grik5","GRIK5"
"Arhgef12","ARHGEF12"
"Arhgap11a","ARHGAP11B"
"Msantd3","MSANTD3"
"Atp4b","ATP4B"
"Hdac2","HDAC2"
"Cpsf6","CPSF6"
"Ighv3-3","AC135068.2"
"Ighv3-3","IGHV4OR15-8"
"Txnrd1","TXNRD1"
"Rtl4","RTL4"
"Gm9508","KRTAP4-5"
"Gm9508","KRTAP9-1"
"Gm9508","KRTAP10-6"
"Gm9508","KRTAP10-4"
"Gm9508","KRTAP10-11"
"Mppe1","MPPE1"
"Prdm15","PRDM15"
"Fgd6","FGD6"
"Itgav","ITGAV"
"Pgd","PGD"
"Ppan","PPAN"
"Ppan","PPAN-P2RY11"
"Zfp618","ZNF618"
"Isyna1","ISYNA1"
"Galns","GALNS"
"Sh3d19","SH3D19"
"Tnfaip6","TNFAIP6"
"Hsf4","HSF4"
"Orm3","ORM2"
"Orm3","ORM1"
"Abtb1","ABTB1"
"Tm4sf5","TM4SF5"
"P3h3","P3H3"
"Ppp1r14b","PPP1R14B"
"Ubfd1","UBFD1"
"Klhl25","KLHL25"
"Prdx6","PRDX6"
"Unc79","UNC79"
"Pcdhga8","PCDHGA8"
"Cxxc5","CXXC5"
"Prpf38a","PRPF38A"
"Ube2t","UBE2T"
"Ces4a","CES4A"
"Gm4064","RBMY1A1"
"Gm4064","RBMY1B"
"Gm4064","RBMY1D"
"Gm4064","RBMY1E"
"Gm4064","RBMY1F"
"Gm4064","RBMY1J"
"Krt24","KRT24"
"Chchd7","CHCHD7"
"Tekt4","TEKT4"
"Serpina3j","SERPINA3"
"Zfp606","ZNF606"
"Rpap1","RPAP1"
"Ighv1-50","IGHV1OR15-9"
"Tmem237","TMEM237"
"Spcs1","SPCS1"
"Col6a5","COL6A5"
"Top1","TOP1"
"Dhx58","DHX58"
"Trav12-3","TRAV18"
"Adar","ADAR"
"Sntn","SNTN"
"Dcaf4","DCAF4"
"Pyy","PYY"
"Apod","APOD"
"Agap1","AGAP1"
"Tmem231","TMEM231"
"Cdc42ep5","CDC42EP5"
"Mpped2","MPPED2"
"Cdr2l","CDR2L"
"Trim40","TRIM40"
"Pole4","POLE4"
"Slc39a10","SLC39A10"
"Rgsl1","RGSL1"
"Krtap1-5","KRTAP1-5"
"Krtap1-5","KRTAP1-4"
"Krtap1-5","KRTAP1-3"
"Krtap1-5","KRTAP1-1"
"P2ry12","P2RY12"
"Mis18a","MIS18A"
"Scn4b","SCN4B"
"Ccdc9b","CCDC9B"
"Gm29797","C20orf204"
"Fam13b","FAM13B"
"Xlr5c","FAM9C"
"Shisa7","SHISA7"
"Enox1","ENOX1"
"Hnrnpa1","HNRNPA1"
"Ces2b","CES2"
"Ccl8","CCL8"
"Mchr1","MCHR1"
"Lingo4","LINGO4"
"Olfr878","OR8B4"
"Klk1b27","KLK1"
"Klk1b27","KLK3"
"Klk1b27","KLK2"
"Ankrd1","ANKRD1"
"Tns3","TNS3"
"Pdc","PDC"
"Rims1","RIMS1"
"Gzmk","GZMK"
"Peg3","PEG3"
"Rap1gap2","RAP1GAP2"
"Cmtm8","CMTM8"
"1700042G07Rik","P3R3URF"
"Vps11","VPS11"
"Clns1a","CLNS1A"
"Pxn","PXN"
"Gda","GDA"
"Rad50","RAD50"
"Rad50","AC116366.3"
"Il1r2","IL1R2"
"Elf4","ELF4"
"Stom","STOM"
"Tmem182","TMEM182"
"Phip","PHIP"
"Prdx4","PRDX4"
"Samd10","SAMD10"
"Sdcbp2","SDCBP2"
"Ccr7","CCR7"
"Olfr1464-ps1","OR5B17"
"Adamtsl5","ADAMTSL5"
"Klrb1a","KLRB1"
"Ccdc87","CCDC87"
"Ighv1-66","IGHV1OR15-9"
"Zfp207","ZNF207"
"Epha7","EPHA7"
"Ptf1a","PTF1A"
"Gm5936","AC236972.4"
"Rfx2","RFX2"
"Ddi1","DDI1"
"Hoxd12","HOXD12"
"Esco2","ESCO2"
"Dcp2","DCP2"
"Ccdc25","CCDC25"
"Pcdhb18","PCDHB10"
"Pcdhb18","PCDHB9"
"Rsph10b","RSPH10B2"
"Vmn1r20","VN1R5"
"Bub1b","BUB1B-PAK6"
"Bub1b","BUB1B"
"Olfm2","OLFM2"
"Trav21-dv12","TRAV26-2"
"Sufu","SUFU"
"Arl4d","ARL4D"
"Klk1b22","KLK1"
"Klk1b22","KLK3"
"Klk1b22","KLK2"
"Pcdhb16","PCDHB13"
"Stkld1","STKLD1"
"Nt5dc1","NT5DC1"
"Trav13-4-dv7","TRAV22"
"Selenbp2","SELENBP1"
"Fam219a","FAM219A"
"Smad2","SMAD2"
"Tle5","TLE5"
"Pmis2","PMIS2"
"Cyp24a1","CYP24A1"
"Chtop","CHTOP"
"Sypl","SYPL1"
"Slc27a6","SLC27A6"
"Tafa3","TAFA3"
"Cdc20b","CDC20B"
"Edil3","EDIL3"
"Rrm2","RRM2"
"Septin11","SEPTIN11"
"Scamp5","SCAMP5"
"Mov10","MOV10"
"Tmem225","TMEM225"
"Serpina3k","SERPINA3"
"Mir30b","MIR30B"
"Tsc1","TSC1"
"Fam83d","FAM83D"
"Ddx6","DDX6"
"Efemp2","EFEMP2"
"Nuf2","NUF2"
"Dhx35","DHX35"
"Scaf1","SCAF1"
"Dus4l","DUS4L"
"Wdr25","WDR25"
"Klhl7","KLHL7"
"Krt39","KRT39"
"Cbln1","CBLN1"
"Fbn2","FBN2"
"Tmem234","TMEM234"
"Nkx1-2","NKX1-2"
"Camkmt","CAMKMT"
"Olfr193","OR5H1"
"Olfr193","OR5H14"
"Olfr193","OR5H15"
"Olfr193","OR5H2"
"Olfr193","OR5H8"
"Olfr193","OR5H6"
"G6pc3","G6PC3"
"Mug1","PZP"
"Adcy10","ADCY10"
"Ormdl2","ORMDL2"
"Cenpq","CENPQ"
"Ttn","TTN"
"Tasor","TASOR"
"Olfr92","OR2H1"
"Vmn1r23","VN1R5"
"Oit3","OIT3"
"Mroh8","MROH8"
"Pclo","PCLO"
"Abcb10","ABCB10"
"Adgrf4","ADGRF4"
"Tas2r130","TAS2R7"
"Trav7d-4","TRAV12-2"
"Trav7d-4","TRAV12-3"
"Magea8","MAGEA10"
"Pla2g6","PLA2G6"
"Marchf5","MARCHF5"
"Asb16","ASB16"
"Tm2d3","TM2D3"
"Cps1","CPS1"
"Trank1","TRANK1"
"Parp10","PARP10"
"Cenpf","CENPF"
"Tmem150c","TMEM150C"
"Tex47","TEX47"
"Atmin","ATMIN"
"Tacc1","TACC1"
"Tas2r107","TAS2R10"
"Ufc1","UFC1"
"Socs2","SOCS2"
"Errfi1","ERRFI1"
"Il22ra2","IL22RA2"
"Frmpd4","FRMPD4"
"Ctbp2","CTBP2"
"Trp63","TP63"
"Plppr3","PLPPR3"
"Kti12","AL445685.3"
"Arhgap1","ARHGAP1"
"Pik3r1","PIK3R1"
"Chaf1a","CHAF1A"
"Serpinb6c","SERPINB6"
"Fut9","FUT9"
"Trim50","TRIM50"
"Ighv1-31","IGHV1OR15-9"
"Flt3","FLT3"
"Bik","BIK"
"Timd2","HAVCR1"
"Dppa5a","DPPA5"
"Nlrp4c","NLRP4"
"Map2k4","MAP2K4"
"Nuggc","NUGGC"
"Mad2l1bp","MAD2L1BP"
"Vcam1","VCAM1"
"Recql","RECQL"
"Cyren","CYREN"
"Hbs1l","HBS1L"
"Fstl1","FSTL1"
"Chsy1","CHSY1"
"Fkbp9","FKBP9"
"Eif2b5","EIF2B5"
"Tlr7","TLR7"
"Abcf3","ABCF3"
"9330159F19Rik","KIAA0408"
"Tyr","TYR"
"Stard3","STARD3"
"Ctns","CTNS"
"Agr3","AGR3"
"Grhpr","GRHPR"
"Klk12","KLK12"
"Dmxl1","DMXL1"
"Kat2a","KAT2A"
"Ugt2a3","UGT2A3"
"Eef1b2","EEF1B2"
"H2bc6","H2BC10"
"Notch3","NOTCH3"
"Dtna","DTNA"
"Slc4a5","SLC4A5"
"Eci3","ECI2"
"Cdc34","CDC34"
"Dagla","DAGLA"
"Klk1b11","KLK1"
"Klk1b11","KLK3"
"Klk1b11","KLK2"
"Calml4","CALML4"
"Olfr779","OR6C6"
"Gm37240","ARFIP1"
"Brs3","BRS3"
"Setd6","SETD6"
"Soga1","SOGA1"
"Slc25a3","SLC25A3"
"Itpripl1","ITPRIPL1"
"Gm19402","KRTAP4-5"
"Gm19402","KRTAP9-1"
"Gm19402","KRTAP10-6"
"Gm19402","KRTAP10-4"
"Gm19402","KRTAP10-11"
"Rnf113a2","RNF113B"
"Xrcc4","XRCC4"
"Pin1rt1","PIN1"
"Vcan","VCAN"
"Nat10","NAT10"
"Fam135a","FAM135A"
"Gm45799","TIMM10B"
"Gm45799","AC084337.2"
"Rps6kb2","RPS6KB2"
"Jsrp1","JSRP1"
"Gm19668","KRTAP4-5"
"Gm19668","KRTAP9-1"
"Gm19668","KRTAP10-6"
"Gm19668","KRTAP10-4"
"Gm19668","KRTAP10-11"
"Capn3","CAPN3"
"Cyb561d1","CYB561D1"
"Paip2b","PAIP2B"
"Flii","FLII"
"Urb1","URB1"
"D430042O09Rik","KIAA0556"
"Idua","IDUA"
"Sgsm3","SGSM3"
"Sh3gl1","SH3GL1"
"Irak4","IRAK4"
"Stox1","STOX1"
"Mex3a","MEX3A"
"Nfkbie","NFKBIE"
"Gdpd5","GDPD5"
"Rnf216","RNF216"
"Gpx3","GPX3"
"Tcf7l1","TCF7L1"
"Slc9a2","SLC9A2"
"Rbm28","RBM28"
"Vmn1r15","VN1R5"
"Foxred1","FOXRED1"
"C2cd4c","C2CD4C"
"Hbp1","HBP1"
"Opn1mw","OPN1LW"
"Opn1mw","OPN1MW"
"Opn1mw","OPN1MW2"
"Opn1mw","OPN1MW3"
"Defa28","DEFA6"
"Defa28","DEFA4"
"Defa28","DEFA1"
"Defa28","DEFA1B"
"Defa28","DEFA3"
"Defa28","DEFA5"
"Ncam2","NCAM2"
"Jade2","JADE2"
"Zfp521","ZNF521"
"S100a8","S100A8"
"Urm1","URM1"
"Adig","ADIG"
"Gypc","GYPC"
"Adamts20","ADAMTS20"
"Mvd","MVD"
"Cars2","CARS2"
"Chrna10","CHRNA10"
"Olfr986","OR6X1"
"Olfr292","OR14C36"
"Cog8","AC026464.3"
"Cog8","COG8"
"Cog8","AC026464.6"
"Gstp2","GSTP1"
"Rab33a","RAB33A"
"1700003F12Rik","C20orf144"
"Stx2","STX2"
"Slc25a14","SLC25A14"
"Map4k4","MAP4K4"
"Agtr1a","AGTR1"
"Fopnl","FOPNL"
"Fgfrl1","FGFRL1"
"Mfap3","MFAP3"
"Olfr699","OR2AG2"
"Olfr699","OR2AG1"
"Ethe1","ETHE1"
"Pradc1","PRADC1"
"Prr32","PRR32"
"Klhl35","KLHL35"
"Cfhr1","CFHR1"
"Cfhr1","CFHR2"
"Pcgf5","PCGF5"
"Acsl6","ACSL6"
"Il25","IL25"
"Ski","SKI"
"Kansl2","KANSL2"
"Wdr5b","WDR5B"
"Ap4m1","AP4M1"
"Vmn1r18","VN1R5"
"Cd4","CD4"
"Sertad3","SERTAD3"
"Trmt10c","TRMT10C"
"Trav6-2","TRAV9-2"
"Galnt17","GALNT17"
"Olfr1414","OR6B2"
"Olfr1414","OR6B3"
"Tgfb1","TGFB1"
"Tas2r113","TAS2R14"
"Vrk2","VRK2"
"Dctpp1","DCTPP1"
"Igfbp4","IGFBP4"
"Pla2g12b","PLA2G12B"
"St3gal3","ST3GAL3"
"Pbk","PBK"
"2310050C09Rik","C1orf68"
"Smim4","SMIM4"
"Olfr802","OR6C1"
"Pdzk1","PDZK1"
"Tob1","TOB1"
"Trdv1","TRAV34"
"Olfr2","OR6A2"
"Ighv1-75","IGHV1OR15-9"
"Ahr","AHR"
"Ahr","AC019117.4"
"Snap91","SNAP91"
